movie,user_review,sentiment
The Name of the Rose,"'Variety' got it completely wrong when they called this film ""sorrowfully mediocre"" and ""sluggishly staged"". For in all honesty The Name of the Rose is one of the greatest films of the '80s, and a film that grows in greatness every time you revisit it. Based on a major bestselling novel by Umberto Eco, the film is an excellent murder mystery further heightened by its authentic period trappings and a clutch of tremendous performances.Brother William of Baskerville (Sean Connery) and his young apprentice Adso (Christian Slater) are monks who arrive in a 14th Century monastery having been summoned for a religious conference. Soon after their arrival, a series of bloodthirsty murders take place and the friars still alive begin to fear that either the Apocalypse is upon them, or a highly disturbed individual is out to bump them off. Brother William has a penchant for sleuthing, so he probes into the mysterious deaths and discovers that each victim had laid his eyes upon a Greek manuscript hidden deep within the interior of the monastery. He gradually realises that the killer must be targeting those who know of the book's existence, but just as he is about to solve the killings an inquisitor (F. Murray Abraham) arrives and tries to discredit Brother William's theories, preferring to blame the crimes on non-existent heretics and satanists.The film is very realistic in every way - the cold, uncomfortable monastery; the graphic murders; grotesque and disfigured characters; a startlingly explicit sex scene; authentic-sounding dialogue; excellent indoor and outdoor locations; and well-researched costume designs. Furthermore, it is a superbly paced film, never in too great a hurry to unravel but never so slow that it becomes a plod. Connery is great as the hero, surpassed only by Abraham in a breathtaking role as Bernardo Gui the inquisitor, and Slater does well considering his tender age as the loyal apprentice. Both Roy Scheider and Michael Caine were short-listed for the Connery role, but I don't see how either actor could've done better with the character. Jean Jacques Annaud directs outstandingly, capturing every shadow, every expression and every plot piece with the eye that only a director obsessed with his material possibly can. The Name of the Rose makes the top #50 of the 1980s without question.",positive
Blue Velvet,"With Blue Velvet, David Lynch made a film that was so pure to his original vision that it would become the archetype of his work for the next fifteen years.  Here, Lynch cast his ever probing, surrealist gaze upon small town middle America, and for the first time in a US film, showed the audience the darker side to what was often depicted as nothing more than the birth place of apple pie. We are drawn into the story almost immediately, with what would seem like a simple depiction of small town life, but the use of slow-motion hints that there is something not quite right with what we are looking at.  So by the time Lynch has pushed his camera through the soft green grass of a regular front lawn, only to show us the slithering insects that hide in the darkness, we know that we are about to enter a very dark world.Blue Velvet is a world filled with not only darkness, but also ambiguity. The characters of this world are constantly hiding behind some kind of façade, be it the wardrobe doors that practicing teenage voyeur Jeffrey peers from behind as he watches Dorothy and Frank interact, or something as simple as the make-up worn by Ben.  Everything suggests to us that these characters inhabit a world at night, a world away from the life they live in the day.  As the film moves closer and closer to the climax Jeffrey begins to feel more of a connection with Frank, having to go to some very dark places within his psyche.  However Lynch's message, that underneath the normal persona of a regular human being is a repressed pervert laying in wait, or whatever point he is making doesn't really translate well.  Not least to today's audience.  Blue Velvet is very much a film of its time, that time being the mid-eighties, with aids paranoia everywhere, it's easy to see this metaphor for the dangers of sex and love within the films turgid dreamscapes.  But beneath this message hides a strong detective story, a modern day neo-noir that delivers interesting twists and a controversial pay-off with it's almost fairytale climax.  This is the film David Lynch got right, proceeding to make great films that where all personal, but completely different in terms of style and substance from one another.  Blue Velvet is a great film, with some fine (albeit bizarre) performances, still challenging to this day, If only Lynch hadn't gone on to spend the rest of his career re-making it.",negative
Blue Velvet,"In the early moments of ""Blue Velvet"" we see idealized small town images - blooming red roses and immaculate white picket fences - accompanied by the sounds of the gentle Bobby Vinton pop tune that gives the film its title. If you sense something unsettling about this perfection, that's only appropriate. ""Blue Velvet"" is a David Lynch film, you see, and it won't be long at all before a clean-cut college student comes across a rotting ear in an open field.Jeffrey Beaumont (Kyle MacLachlan) is the boy who finds the ear, and Sandy Williams (Laura Dern) is the blonde policeman's daughter who assists Jeffrey when he decides to investigate the truth about his disturbing discovery. Sandy and Jeffrey link the ear to night club singer Dorothy Vallens (Isabella Rossellini) and later, a deranged man named Frank Booth (Dennis Hopper).""I don't know if you're a detective or a pervert,"" Sandy tells Jeffrey when he decides to sneak into Dorothy's apartment. As Jeffrey becomes sexually entangled with Dorothy, we can only cast similar doubt.It's true that ""Blue Velvet""'s dark mysteries have the power to repulse. Voyeurism, rape, torture, and murder are all key to the plot. Yet the film is also spellbinding in its beauty. Vibrant colors and ominous shadows offer gorgeous contrast - call it Technicolor noir - and the film is rife with unforgettable imagery. Moments big and small, from MacLachlan playing with a child's birthday hat to Dean Stockwell's show-stopping lip-synch of Roy Orbison's ""In Dreams"", are as haunting as anything you will see at the movies anywhere.The acting is top-notch. MacLachlan is just right as the lost innocent Jeffrey, and Hopper shreds the screen as his depraved counterpoint Frank. Rossellini's performance as Dorothy is devastating and extremely courageous: this is her defining moment as an actress.""Blue Velvet"" is perhaps the quintesstential David Lynch film. His strange humor and painterly gift for creating stunning images are prominently on display, and the film illustrates Lynch's contradictory impulses toward unbridled nastiness and aw-shucks sweetness like no other has. After all these years, ""Blue Velvet"" is still a shocker, and deciding how one feels about it is still a challenge. It is a film to be considered and then reconsidered, visited and revisited, the kind of film that will never fade away. For serious cinephiles, then, ""Blue Velvet"" is a film to be cherished.",positive
After Hours,"Martin Scorsese's After Hours is so unique and interwoven that repeat viewings are almost required.  The film is completely over the top in every respect, but that is part of what makes it so compelling.  Funny, smart, and imaginative.Griffin Dunne is brilliant.",negative
After Hours,"I was 19 when I saw AFTER HOURS in 1985. Back then, I thought it was funny as hell. But as a 54-year-old man, I can appreciate it even more.In my 3.5 decades between my viewings, I've been to New York City many times, read Henry Miller, become familiar with the doo-wop songs on the barroom's jukebox, and (unfortunately) dated women who reminded me entirely too much of Marcy, Julie, and Gail. On the other hand: to date, I've been lucky enough to never be stalked by a vigilante lynch mob (unless you count Facebook). And the Mister Softee truck was a riotous touch!I agree with the reviewers who call AFTER HOURS the most underrated Scorsese film. It features elements of what already him a great director, as well as glimpses into the future career of this master filmmaker.",positive
Halloween,"Whenever we talk about the classic slasher films, we must mention at least two names - A Nightmare on Elm Street (1984), Halloween (1978). That's what this movie is - a pure classic. You know what Friday the 13th films are? Something that started with a RIPOFF of Halloween. That's how important this film is! Who knows? Had it not been successful, we might have never got a Friday the 13th films at all!Good : This usually is in my negatives in a slasher film, but here, it is in the positives - the characters. The characters we get introduced to in this film are very interesting. It doesn't feel like as if they're there to get killed, except for a final lady character. Laurie, our main girl played by Jamie Lee Kurtis, stands out to be one of my favorite final girls in the so-called classic slashers. Her friends are not just blant and useless characters either. They are not as interesting as Laurie, but they do entertain us either by getting killed or by interacting with other characters. I won't say all the characters are memorable, that's (perhaps) never the case in these type of films, but at least they don't feel forced and boring. Michael Myers. The tiny introduction to the character, for me, was sufficient to get behind him. We actually get to see what happened to him, or what made him the killer that he was. In short, Michael Myers was a good antagonist for me. However, all these are the secondary factors, which make this film good. The main aspects that need to be acknowledged for making this film so good, even after 40 years, would be John Carpenter. His imagination gave us Michael Myers. His screenplay served as the basis of this film. His music in this film gave chills. His direction made it a classic. I don't think the screenplay was a unique piece of writing. It could've been used to make a dumb Friday the 13th film too. It's the direction of Carpenter that made the movie so good. Throughout the film, we can feel the creepy presence of Michael Myers and we do not have a single moment to relax. That's something which makes a film like this work. Not just kills. Or loud sound effects. This movie apparently understood it very well. The suspense and the thrills are built very effectively and all of the thrills are worth the respective conclusions. The third act is a rollercoaster ride, to be honest. What I am going to say now can be put in ""mixed"" aspects, but I am not going to do so. If you show this movie to someone who has watched the modern day slasher films, he or she will definitely say ""what's the big deal, the movie is clichéd"". I would definitely agree to that - had it been a movie made in this date. It was made back when such films weren't so popular and if you think that this movie is obvious, you must know that movies like these are the ones which apparently gave us the clichéd template of slashers. It is a trend setter, in that respect. A movie being a trend setter is one of its biggest accomplishments. One more positive about this film. Compared to Nightmare and Friday films, the ending works in this movie. I would definitely say that the ending is quite similar to that of the first Friday and first Nightmare movie. There's a lot of mystery behind Michael Myers and they barely acknowledge him as ""inhuman"" - not confirming as if he was a supernatural entity or just an emotionless killer - and, he looks like a human. Even though we know enough about Myers to get behind him, even though Myers gets over with us, we still don't know many things about him. So, the ending makes us more curious about the character and hypes up for the sequel, even though it wasn't meant to be given sequels. It absolutely wasn't shoehorned to make room for the sequels like in the other two franchises I mentioned. Yet another positive. The character of Dr. Loomis is an integral part of what makes the story engaging. If you compare the first Nightmare film with it, we like the first Nightmare film because we get to know a great deal about Freddy and the psychological horror aspect of the movie was engaging. So, it didn't really need a ""stopping agent"" like Loomis. But comparing with Friday films, it lacks a character like Loomis to hold the movie tightly, which becomes a weak compilation of slicing scenes (roughly speaking). Dr. Loomis may not seem like a character which was integral to the movie. But, had he not been there, the movie might not have worked so well. I often get confused about which movie - among this one and first Nightmare film - I like the most. But, I always tend to put this one above just because of the ending that doesn't bug me.Conclusion : It's one of those movies which deserve to be called ""classic"". Even though the tropes may seem familiar, it was perhaps the first one to use such tropes so effectively. Thus, viewing in the retrospect will make you enjoy this movie even more. .
.
Rating.
.Score : absolute 10/10Grade : A+",negative
Halloween,"I have just recently been through a stage where I wanted to see why it is that horror films of the 90's can't hold a candle to 70's and 80's horror films. I have been very public in this forum about the vileness of films like The Haunting and Urban Legend and such. I feel that they (and others like them) don't know what true horror is. And it bothered me to the point where it made me go to my local video store and rent some of the classic horror films. I already own all the Friday's so I rented The Texas Chainsaw Massacre, the original Nightmare On Elm Street, Jaws, The Exorcist, Angel Heart, The Exorcist and Halloween. Now the other films are classics in their own right but it is here that I want to tell you about Halloween. Because what Halloween does is perhaps something no other film in the history of horror film can do, and that is it uses subtle techniques, techniques that don't rely on blood and gore, and it uses these to scare the living daylights out of you. I was in a room by myself with the lights off and as silly as I knew it was, I wanted to look behind me to see if Michael Myers was there. No movie that I have seen in the last ten years has done that to me. No movie.John Carpenter took a low budget film and he scared a generation of movie goers. He showed that you don't need budgets in the 8 or 9 figures to evoke fear on an audience. Because sometimes the best element of fear is not what actually happens, but what is about to happen. What was that shadow? What was that noise upstairs? He knows that these are the ways to scare someone and he uses every element of textbook horror that I think you can use. I even think he made up some of his own ideas and these should be ideas that people use today. But they don't. No one uses lighting and detail to provoke scares, they use special effects and rivers of blood. And it is just not the same. You can't be scared by a giant special effect that makes loud noises and jumps out of a wall. It's the moments when the killer is lurking, somewhere, you just don't know where, that scare you. And Halloween succeeds like no other film in this endeavor.In 1963 a young Micael Myers kills his sister with a large butcher knife and then spends the next 15 years of his life, silently locked up in an institute. As Loomis ( his doctor) says to Sheriff Brackett, "" I spent eight years trying to reach him and then another seven making sure that he never gets out, because what I saw behind those eyes was pure e-vil. "" That sets up the manic and relentless idea of a killer that will stop at nothing to get what he wants. And all he wants here is to kill Laurie. No one know why he wants to kill her, but he does.( Halloween II continues the story quite well )What Carpenter has done here is taken a haunting score, mendacious lighting techniques and wrote and directed a tightly paced masterpiece of horror. There is one scene that has to be described. And that is the scene where Annie is on her way to pick up Paul. She goes to the car and tries to open it. Only then does she realize that she has left her keys in the house. She gets them, comes back out and inadvertently opens the car door without using the keys. The audience picks up on this but she doesn't. She is too busy thinking about Paul. When she sits down, she notices that the windows are fogged up. She is puzzled and starts to wipe away the mist, and then Myers strikes, from the back seat. This is such a great scene because it pays attention to detail. We know what is happening and Annie doesn't. But it's astute observations that Carpenter made that scared the hell out of movie goers in 1978 and beyond. Halloween uses blurry images of a killer standing in the background, it has shadows ominously gliding across a wall, dark rooms, creepy and haunting music, a sinister story told hauntingly by Donald Pleasance and a menacing, relentless killer. My advice to film makers in our day and age is to study Halloween. It should be the blue print for what scary movies are all about. After all, Carpenter followed in Hitchcock's steps, maybe director's should follow in his.Halloween personifies everything that scares us. If you are tired of all the mindless horror films that don't know the difference between evil and cuteness, then Halloween is a film that should be seen. It won't let you down. I enjoy being scared, I don't know why, but I do. But nothing has scared me in the 90's, except maybe one film ( Wes Craven's final Nightmare ). If you enjoy beings scared, then Halloween is one that you should see. And if you have already seen it a hundred times, go and watch it again, back to back with a film like Urban Legend. Urban Legend will have you enticed at all the pretty faces in the movie. Halloween will have you frozen with fear, stuck in your seat, not wanting to move. Now tell me, what horror film would you rather watch?And just to follow up after seeing Zombie's version, it makes you appreciate this that much more. This is a classic by definition. Zombie bastardized his version, but it doesn't take away from the brilliance of this one.",positive
Serpico,"(1973)Sidney Lumet's Serpico is based on such a compelling story, and is told so well, you really can't not like it. Al Pacino dominates, and he is in every scene. This means the movie is based almost literally on what Frank Serpico saw and did as a moral and unshakeable cop in New York just before the film was made. It's filmed with gritty realism but without sensationalism, though you might say a little artlessly, too, as if Lumet just wants to get the job done and not get in the way. In fact, Lumet wasn't involved in pre-production, called in just a filming was to start, so there might be a disconnect there. The support cast--mostly other cops plus two sometimes convincing girlfriends--is very good, though very few of them are developed at all.So it's a very good film with a great story--a plain enough summary of a movie that won't let you go. But wait, you do have to let Pacino take a bow for another absorbing, intense performance. It's his movie. And Frank Serpico, who just saw it for the first time last year, after carefully avoiding it for almost forty years. A great article of the real Serpico from January 2010 can be found by typing ""Serpico on Serpico"" in google, and look for the New York Times article, worth the fast read!",negative
Serpico,"When Frank Serpico joined the police force he was full of ideals and eager to help bring crime down in his neighbourhood.  He first encounters the corrupt side of his job when he is given an envelope of cash.  Even though he refuses to be part of the take, he finds that it goes too high for him to avoid or ignore.  Meanwhile, his colleagues, who already suspect him of being untrustworthy, begin to suspect him of trying to bring actions against the whole force.  As Scerpio lies bleeding from his head wound, he thinks back over his career.Having read the book several times, I was interested in seeing how such a tomb of a book was brought into a two hour movie. I was pleased to find that the answer to this question was `actually pretty well'.  The film manages to bring off the whole plot by giving the gist and delivering many of the book's most memorable scenes.  There is a problem with the story if you really like the book, but otherwise it works very well.  In fact the way each sequence is important means that the film moves very quickly - it's is often a downside if a film shirks on characterisation, but here it works to the film's favour.Part of the reason the script can get away with little character is that Pacino is really good.  He seems to have fallen into `who-ha' shouting of late, but here he has genuine passion and subtlety in his performance. The support cast includes Roberts, Randolph and others, but really it is Pacino's film and his performance reflects that.Overall this is a tragic true story and it is notable that the film doesn't end with the `and then' text.  There is no happy conclusion to the tale, the corruption that Serpico tried to confront and defeat remains in place after he is finished.  Despite this the film is exciting and dramatic as the story deserves.",positive
Enter the Dragon,"Even though it is more than 25 years since Enter the Dragon was first released, to this day it is still hailed as the landmark of martial arts films.Used primarily as a vehicle for the late, great Bruce Lee this movie has a thin plot, little actual character development and the acting isn't fantastic.....it was never meant to be another Citizen Kane.  Its merit lies purely in the action content.  If you were to ask any learned martial artist I'm sure that 9 out of 10 would tell you that the fight sequences are unparalleled, even today.  The fluidity of Lee is astounding.  Unlike most martial arts films of that time the fighting is very realistic, and has a somewhat visceral quality.  There is also the use of traditional Oriental weapons (nunchaku, escrima sticks, etc..), although the British censors in their wisdom have seen fit the cut the nunchaku sequence, and I'm afraid, like any censored movie, it just isn't the same watching when you know you aren't getting the full monty, so to speak.Still, on the whole one of my personal favourites and a must see for any action or seventies film fan.  If you get the opportunity see the remastered American version with added footage....I've got one,envy me!!!",negative
Enter the Dragon,"In the years since his bizarre and tragic death, martial arts legend and master Bruce Lee has become a sort of icon within the Kung-fu movie circuit.The last film that he completed before his death, 1973's ""Enter the Dragon,"" has become not only a masterful showcase for Lee's talents (both fighting and acting), but in the 31 years since its release has become perhaps the definitive martial arts movie of all time.Lee, in his first and last English-speaking performance, stars as a martial arts expert who is recruited by the British government to infiltrate an island fortress, under the cover of being invited to a martial arts tournament, to investigate a possible slavery/drug ring led by a former nemesis of his. Indeed something is amiss at this isolated island fortress, as he discovers that his nemesis Han (Shih Kien) is the host of the tournament and is also the leader of the same gang that murdered his sister. Soon enough, Lee, together with two other martial artists, Roper (John Saxon) and Williams (Jim Kelly), go to work kicking a** everywhere until the final showdown with the murderous, one-handed villain Han in the classic ""Hall of Mirrors"" fight sequence.""Enter the Dragon,"" a joint American-Chinese production, was intended to be Bruce Lee's introduction to Western audiences, but due to his tragic death just weeks before the film's American release, we will never know what he would have been capable of here in the states. Even more tragically, his son Brandon Lee would experience a similar fate just like his father only 20 years later with ""The Crow.""There are so many classic fight scenes, which I can watch over and over without them ever becoming boring. Many of them still hold up very well, especially by 2004's standards, where fight scenes are mostly digitally enhanced or involve ""wire"" or ""Matrix-fu"" to make up for lack of actual stunt work; plus one has to remember that this film was made in 1973, in the days before wirework would become dominant in today's martial arts cinema. The ""Cavern Fight"" is probably my favorite fight sequence of all time, in any martial arts movie. Many of the fights in this movie, more specially the ones where Lee is involved, have a surreal feeling to them. He brings a kind of grace to his action scenes that have yet to be topped by any actor alive today. Lee even brings many of his own personal philosophies to this film, which makes much sense and perhaps help to understand some of the more philosophical elements to the story. But more than anything, this was Bruce Lee's entrée to Americans; many people, including myself, were introduced to martial arts cinema through ""Enter the Dragon.""There are also several cameos made by future martial arts stars that would eventually reach stardom, most notably Jackie Chan (as a henchman during the ""Cavern Fight"" sequence who has his neck broken by Lee) and Sammo Hung (as Lee's sparring partner in the opening fight sequence).I could go on and on about what makes this movie immortal, but I feel I should let you see what makes it great. Bruce Lee was forever immortalized with this film and it will be cherished and praised forever.",positive
Deliverance,"To try and explain the greatness of Deliverance, you must first understand the impact this film had when it came. Most of us have probably seen a horror film about a gang in the woods that gets harassed and stalked by people. Deliverance is the father of these films and an original that stands really well to this day as one of the best films ever made in the genre. A gang of four guys ventures out in nature to paddle canoes along Cahulawassee River before it gets flooded into a lake. However their boat trip does not turn out the way they had hoped for when they suddenly gets stalked and harassed by the locals. Burt Reynolds plays the outdoor fanatic Lewis who brings his friends on the journey, Jon Voght, Ned Beatty and Ronny Cox. The film is directed by John Boorman from the novel by the same name from 1970.What is it then that makes Deliverance so incredibly good. At the beginning of the film the gang is traveling by car, the mood is good and very typical for guys. After having a short break to fill up the cars with petrol and listening to the famous banjo duel ""Dueling Banjos"" between Ronny Cox's character and a local boy, they head for the river. What happens next out on the river is like a nightmare and also very psychologically demanding. Deliverance always feels so real and genuine that you truly become frightened. How would you yourself react in a similar situation so far away from civilization? After the gang starts to get harassed in the woods, the panic and fear increases. They all react differently, and rightly so, no human being is the other alike. That is just what makes it so good, the characters' different personalities. The film then sort of becomes a psychological mind game, perhaps mostly taking place in their heads. Are they being followed, how will they get out of the situation they are in and what will they say when they return?Besides the psychological aspects of Deliverance, it is also incredibly beautiful to watch. It's completely filmed on location out in the woods with actors willing to perform the different stunts themselves. As I wrote when I reviewed The Revenant, this is also a man vs wild film. In the beginning we experience nature as incredibly beautiful and stunning but later it quickly turns to become your worst nightmare. Incredibly well done by the director. The absolute greatness in Deliverance lies according to me in the end and the summarization of the film. What really happened and what didn't happen. How do you react to these kinds of situations out in the middle of nowhere? Can we return with our senses intact and how do you change as a person after experiencing something like it? Without spoiling the story too much, I've here tried to review and explain what Deliverance is to me. I recommend everyone to watch it and it is very high up on my list of the best films ever made.David Lindahl - www.filmografen.se",negative
Deliverance,"Four excellent actors here, showing great skill, talent and emotion. This is back before Burt Reynolds did all his comedy roles. Four City guys take a trip to the mountains. Their Canoe adventure steadily gets worse and worse as they play cat and mouse with some Hillbillies. Theres no need to analyse it, it's just a very good movie.",positive
The French Connection,"Highlights:The ending, my god. Plus a half tick in my rating for that.The street scenes. The film absolutely immerses us in 1971 New York, and director William Friedkin effortlessly blends well-framed shots with those that show us seamy street life as it is.The tension in those chase scenes. The pace of the film is great, showing patience in long stakeouts but gradually working its way up to a crescendo during the pursuits. The cat and mouse game in the subway is fantastic, as is the car chase following the elevated train.Great storytelling. The plot is tight and while we may not always believe some of the events, they're credible and there aren't giant plot holes or irrelevant subplots. The criminals are pretty clever too, and the car teardown searching for where the drugs might be was great.The nuance in the lead detective (Gene Hackman). He initially comes across as an idealized view of the gritty, macho cop, even though he's got some serious issues (see lowlights). However, as it plays out, he's not idolized as characters like Dirty Harry, and is instead shown as being as obsessed and out of control as Captain Ahab, and in a subtle, smart way by Friedkin.Hey, isn't it nice that the country the drugs are coming in from, what a moron might call a s***hole country, is France? Apparently that's where most of the Heroin came into America from at the time, and there's a lesson in there somewhere.Lowlights:The treatment of African-Americans. Hackman is toxic towards them early on, quipping ""never trust a n*****,"" and also aggressively shaking them down. His partner (Roy Scheider) points out in the first instance that the person he's talking about could have been white, but none of this part of what he does is truly challenged. We can say this is what makes Hackman a real person and an anti-hero, but unfortunately I think filmgoers probably saw this as part of the positive side of him.I also get the 'get tough on crime' vibe from this film, and shudder a little over the direction this would take the country in over the following decades. 'Dirty Harry' was made in the same year, and both films show the frustrations Americans had with drug use and violent crime in cities, so part of it understandable. The overreaction that this film advocates, though in a more indirect way, seems to be police brutality and much stiffer sentences, both of which would balloon into real problems in the decades which followed.",negative
The French Connection,"This is an intense, unremitting, intelligent and incredibly fast-paced film which blends action, cinematic realism, art and humor into a masterwork of hard-edged crime drama. But to categorize this film as drama, suspense or action really does violence to it. This is just a great film, and it doesn't fit comfortably into any category with which I am aware. Don't look here for any sense of fantasy-justice or n'er-do-wrong comic book heroism. Look here instead for gut wrenching nihilism, frustration with the unfairness of criminal justice in the hands of bureaucracy, and a solid, plot-driven story about a couple of cops who are just trying to do their jobs as best they can.And by all means, don't watch this film if you aren't fully awake and willing to be taken down the electric, ambiguous, and compelling roads it leads to. If you watch this film with any part of your brain turned off you'll end up asking questions like ""plot, what plot?"" The fact that some people can't find it reflects more on them as film-watchers than it does on this film. This film does not offer passive entertainment like most of the contemporary action market does. It makes you pay attention, though, at times you might not want to. Hackman and Scheider are incredible, with some of the greatest chemistry I have ever seen between two young actors. They play two hard-ass NYC detectives looking to end the war on drugs more-or-less permanently by taking down an international conspiracy which they have just barely sniffed out. And make no mistake, they, particularly Hackman's ""Popeye Doyle"" are at war, and treat their jobs as a battlefield. Doyle pursues his quarry with utterly wreckless abandon, endangering the lives of dozens of people along the way. While both men are absolutely terrific, this stands out as one of Hackman's greatest performances, and his Oscar is well-deserved (not something you will see me say often). Backed by a strong supporting cast, and some of the best live-action cinematography of the late 20th century, this film does not allow you to turn away, get popcorn, or even deal with bodily functions for its entire duration.Considered in the early 70s to be 'shockingly violent', this film does not even reach a tenth the degree of passive violent repulsion of the average Tarantino film, and it relies, instead, on amazing performances, flawless direction, a phenomenal post-modern soundtrack and edgy, tense camera-work. Unlike contemporary action film garbage, it also gives you complex characters who you can care about, but never fully understand. I will cut this review short because I am running out of superlatives. Anybody remotely interested in expanding or just appreciating the artistic breadth and depth of mainstream film needs to see this.",positive
Dirty Harry,"This was the first of the always-entertaining ""Dirty Harry"" cop series and it was a good one - maybe the best of the series.One of Harry's famous lines was in this opener: ""Do ya feel lucky, punk?"" Speaking of punks, Andy Robinson, who played the villain, never got famous as Clint Eastwood (""Harry"") certainly became but he was tremendous in this film. He didn't even have to utter a line: he just looked deranged! Great casting.Looking back, the one thing I really appreciate about this film as opposed to the rest of them in this series was the absence of Harry's annoying superiors constantly on his case. He actually got support from his bosses in this movie.The film as a big hit because people were already tired of all the liberal preaching of the 1960s in which we were supposed to feel sympathy for the criminal instead of the victim. This series was on the side of the cops, not the crooks, which is probably why the sick film critics never liked Dirty Harry.This is one solid crime story with no boring spots and no sappy sub-plots with romances, either. And it's always nice to enjoy the interesting San Francisco skyline.",negative
Dirty Harry,"This film has it all, amazing soundtrack, amazing cinematography in the amazing San Francisco area, terrific cast of actors who played believable in their roles. This movie is what it is, a perfect 10, because it takes the vision of one of the most imaginative directors on Earth, and realizes them almost perfectly with all the tools that fit the task -- actors, stunts, story, cinematography. It is one of my personal favorite action movies of all time.Dirty Harry (1971) is Clint Eastwood's masterpiece and one of his best movies including the best memorable character! The movie that started it all! It is the best action thriller film from Clint Eastwood and director Don Siegel! Clint at his asskicking best! It is my favorite best film from Clint Eastwood and the first best one in the series. Even tough he did not directed this film he gave us one if his best performances ever! I love all Dirty Harry movies but this one is a classic and the best in the series. It has action suspense from end till beginning. A movie that will make anyone's day, if you feel lucky punk. I have seen the first one 20 times and will argue that it's the best with no question, but it is somewhat a matter of opinion :)""I know what your thinking. Did he fire six shots or just five? We'll Do I feel lucky? We'll do ya punk?"" Harry Callahan's best quotes. This is one classic Clint Eastwood film. He funnels traits of himself into ""Dirty"" Harry: no nonsense, dry humor, some charm and a good logical mind. Andrew Robinson had trouble getting work for a while after this movie because he did such a great job as Scorpio. Getting typecast as a psychopath kind of limits your casting options. Andrew Robinson also played in my favorite action Stallone flick Cobra (1986) and horror flick Hellraiser (1987). He did a great performance ever as a psychotic killer Scorpio. Reni Santoni was also cast in this movie as Harry's partner Homicide Inspector Chico Gonzalez. He also started 15 years later in my action flick Cobra (1986) alongside Andrew Robinson! I can say both of the actors did a fine job playing in bot cop flicks. First one is the best. But, a little bit of background is due. Academy Award-winner Clint Eastwood (""Unforgiven,"" ""Million Dollar Baby"") stars as ""Dirty Harry"" Callahan in this riveting action film that spawned several blockbuster sequels. In this original, Detective Harry Callahan is determined to bring in psychotic killer Robinson, even if he's determined to break some of the rules. Brilliantly filmed for maximum impact. Recently selected by the prestigious American Film Institute as one of the 400 greatest American films of all time and added ""Dirty Harry"" as part of the 50 Greatest Heroes of all time.Dirty Harry is a 1971 American action thriller film produced and directed by Don Siegel, the first in the Dirty Harry series. The basic plot is about catching a serial killer who was based on a Zodiac Killer. This is one of best movies ever. The story is good, acting is brilliant and effects and action scenes are epic. Watch this movie now!!!! Great films stick inside your head,and this one is a brain limpet! The cinematography and evocation of the San Francisco setting are hauntingly memorable,the dialogue taut and sparse and Schifrin's score is still super cool.Don Siegel and Clint must have studied the European stylists because I read Dirty Harry as the finest amalgam of US Noir and 60's new wave. I find echos of Antonioni and Melville in the tight,clean mis en scene and impeccable action sequences honed by Siegel's long Hollywood pedigree. superb. This movie is 10 out of 10.",positive
Repulsion,"Disturbing, harrowing tale of one girls' (Catherine Deneuve) descent into madness.Catherine Deneuve's performance is fantastic--she plays it just right. Quite an accomplishment considering she was only 22 at the time!  Roman Polanski's direction, beautiful black and white photography and effective use of sound really helps the film.  Ahead of it's time.Some people have complained about being bored by this film...I'm assuming they're watching in on TV.  It's true--the film doesn't play as well on TV. I was lucky enough to see it for the first time in a theatre and it scared me silly.  On a big screen you're pulled into the girls' madness--I was jumpy for days afterwards.On TV it just doesn't work.  It's still good, but nowhere near as unsettling.  So, if you're going to see it, try to see it on a big-screen TV.  This film almost never plays at revival cinemas--a real shame. Probably Polanski's best film next to ""Chinatown"".",negative
